title,description,category,resolution,priority
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 5766 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Critical
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 6219 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Low
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 5449 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Medium
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 4054 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Medium
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 9869 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Medium
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 1457 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Critical
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 4872 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",High
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 3245 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Medium
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 9630 reported by user.,Security,"Quarantine file, run full scan, and educate user.",High
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 2737 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Low
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 4618 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",High
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 6411 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Critical
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 9686 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Medium
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 7922 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Low
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 3851 reported by user.,Security,"Quarantine file, run full scan, and educate user.",High
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 4081 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",High
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 2438 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Medium
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 8391 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",High
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 4805 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Medium
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 5654 reported by user.,Security,"Quarantine file, run full scan, and educate user.",High
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 8132 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Low
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 3821 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Low
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 4080 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Low
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 6003 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Medium
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 5729 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Medium
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 3988 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Low
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 5355 reported by user.,Security,"Quarantine file, run full scan, and educate user.",High
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 5059 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Critical
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 8381 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Critical
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 1106 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Critical
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 2362 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Critical
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 6081 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Low
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 6452 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Medium
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 9548 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Critical
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 3801 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Medium
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 8372 reported by user.,Security,"Quarantine file, run full scan, and educate user.",Low
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 4994 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Critical
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 5477 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Low
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 7660 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",High
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 1964 reported by user.,Security,"Quarantine file, run full scan, and educate user.",High
Malware detected,Antivirus flagged a suspicious executable on employee workstation. Additional context: ticket ID 5613 reported by user.,Security,"Quarantine file, run full scan, and educate user.",High
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 6114 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Medium
Multiple failed logins,Several failed login attempts detected from unknown IP addresses indicating possible brute force attack. Additional context: ticket ID 5972 reported by user.,Security,"Block IPs, enable MFA, and review authentication logs.",Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 5592 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 8788 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 6898 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 1983 reported by user.,Database,Increase connection pool and optimize queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 4079 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 4411 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 2176 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 8867 reported by user.,Database,Increase connection pool and optimize queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 6756 reported by user.,Database,Add indexing and optimize slow queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2572 reported by user.,Database,Add indexing and optimize slow queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2304 reported by user.,Database,Add indexing and optimize slow queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 4109 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 8661 reported by user.,Database,Increase connection pool and optimize queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 1856 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 2914 reported by user.,Database,Increase connection pool and optimize queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 8589 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 9496 reported by user.,Database,Increase connection pool and optimize queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 1268 reported by user.,Database,Increase connection pool and optimize queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 4283 reported by user.,Database,Increase connection pool and optimize queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 4550 reported by user.,Database,Increase connection pool and optimize queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 2035 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 2939 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 7053 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2658 reported by user.,Database,Add indexing and optimize slow queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 3323 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 9919 reported by user.,Database,Increase connection pool and optimize queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 9825 reported by user.,Database,Add indexing and optimize slow queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 8782 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 5083 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2581 reported by user.,Database,Add indexing and optimize slow queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 4881 reported by user.,Database,Add indexing and optimize slow queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2211 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 3023 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 4187 reported by user.,Database,Increase connection pool and optimize queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 2146 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2065 reported by user.,Database,Add indexing and optimize slow queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 8821 reported by user.,Database,Increase connection pool and optimize queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 6667 reported by user.,Database,Add indexing and optimize slow queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 5991 reported by user.,Database,Add indexing and optimize slow queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 7563 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 5382 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 6419 reported by user.,Database,Increase connection pool and optimize queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 9670 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 6792 reported by user.,Database,Increase connection pool and optimize queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 1049 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 4428 reported by user.,Database,Increase connection pool and optimize queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 6258 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 2506 reported by user.,Database,Increase connection pool and optimize queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 4685 reported by user.,Database,Add indexing and optimize slow queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 4765 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 5043 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 9374 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 4579 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2814 reported by user.,Database,Add indexing and optimize slow queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 2963 reported by user.,Database,Increase connection pool and optimize queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 9961 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 3420 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 2690 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 7251 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 5087 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 2295 reported by user.,Database,Increase connection pool and optimize queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2478 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2626 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 1299 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 7155 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 5070 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 7917 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 6325 reported by user.,Database,Add indexing and optimize slow queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 9621 reported by user.,Database,Add indexing and optimize slow queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 5989 reported by user.,Database,Increase connection pool and optimize queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 3749 reported by user.,Database,Increase connection pool and optimize queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 5489 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 4741 reported by user.,Database,Increase connection pool and optimize queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 8282 reported by user.,Database,Add indexing and optimize slow queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 1036 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 4543 reported by user.,Database,Add indexing and optimize slow queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 5447 reported by user.,Database,Add indexing and optimize slow queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 6578 reported by user.,Database,Increase connection pool and optimize queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 8872 reported by user.,Database,Add indexing and optimize slow queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 4338 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2747 reported by user.,Database,Add indexing and optimize slow queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 5821 reported by user.,Database,Add indexing and optimize slow queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 6159 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 6581 reported by user.,Database,Increase connection pool and optimize queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2931 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 6904 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 6234 reported by user.,Database,Add indexing and optimize slow queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 5149 reported by user.,Database,Increase connection pool and optimize queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 9299 reported by user.,Database,Increase connection pool and optimize queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 1290 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 8501 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 7607 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 6615 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 1820 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 8977 reported by user.,Database,Add indexing and optimize slow queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 3815 reported by user.,Database,Add indexing and optimize slow queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 1245 reported by user.,Database,Increase connection pool and optimize queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 4242 reported by user.,Database,Add indexing and optimize slow queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 5720 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 2688 reported by user.,Database,Increase connection pool and optimize queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2965 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 4341 reported by user.,Database,Add indexing and optimize slow queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 7492 reported by user.,Database,Increase connection pool and optimize queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 1329 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 6918 reported by user.,Database,Add indexing and optimize slow queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 7479 reported by user.,Database,Add indexing and optimize slow queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 3827 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 4499 reported by user.,Database,Increase connection pool and optimize queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 9922 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2472 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 8869 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 9280 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 9113 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 9245 reported by user.,Database,Add indexing and optimize slow queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2512 reported by user.,Database,Add indexing and optimize slow queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 2995 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 7911 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 6967 reported by user.,Database,Add indexing and optimize slow queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 2170 reported by user.,Database,Increase connection pool and optimize queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 6358 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 3705 reported by user.,Database,Increase connection pool and optimize queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 9641 reported by user.,Database,Increase connection pool and optimize queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 5439 reported by user.,Database,Increase connection pool and optimize queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 6042 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 9833 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 3179 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 8622 reported by user.,Database,Increase connection pool and optimize queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 1235 reported by user.,Database,Add indexing and optimize slow queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2378 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 3062 reported by user.,Database,Increase connection pool and optimize queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 8389 reported by user.,Database,Add indexing and optimize slow queries.,High
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 8649 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 9300 reported by user.,Database,Add indexing and optimize slow queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 5240 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 6408 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 8579 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 2178 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 5877 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 3498 reported by user.,Database,Add indexing and optimize slow queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 5509 reported by user.,Database,Increase connection pool and optimize queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 7145 reported by user.,Database,Increase connection pool and optimize queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 9251 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 8808 reported by user.,Database,Increase connection pool and optimize queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 8821 reported by user.,Database,Increase connection pool and optimize queries.,High
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 9347 reported by user.,Database,Increase connection pool and optimize queries.,Low
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 1797 reported by user.,Database,Add indexing and optimize slow queries.,Critical
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 5110 reported by user.,Database,Add indexing and optimize slow queries.,Low
Database connection timeout,Application unable to connect to database intermittently during peak hours. Additional context: ticket ID 7423 reported by user.,Database,Increase connection pool and optimize queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 4537 reported by user.,Database,Add indexing and optimize slow queries.,Medium
Slow query performance,Reports indicate that database queries are taking longer than expected. Additional context: ticket ID 9573 reported by user.,Database,Add indexing and optimize slow queries.,Critical
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 4578 reported by user.",Network,Restart VPN service and check firewall rules.,Critical
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 8045 reported by user.",Network,Restart VPN service and check firewall rules.,Critical
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 1679 reported by user.,Network,Check routing and bandwidth utilization.,Medium
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 3725 reported by user.,Network,Check routing and bandwidth utilization.,High
